,molecule_chembl_id,IC50,units,smiles,pIC50
1517,CHEMBL3115897,6100.0,nM,N=C(N)c1ccc(CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,5.214670164989233
1518,CHEMBL4646398,6140.0,nM,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(O)CN2CCc3cccc(C(=O)O)c32)c1,5.211831628858832
1519,CHEMBL343542,6200.0,nM,CC(=O)OCC(=O)N1C(=O)C[C@H]2C(C(=O)OCc3ccccc3)CC[C@@H]21,5.207608310501746
1520,CHEMBL4645908,6220.0,nM,CC(C)c1cc(CCOc2c(Cl)cccc2C(=O)O)cc(-c2ccc3c(c2)[C@H](N)CO3)c1,5.206209615309181
1521,CHEMBL538929,6230.0,nM,N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3ccc(CCN)cc32)cc1.O=C(O)C(F)(F)F,5.20551195334083
1522,CHEMBL3199030,6251.41,nM,O=C(CCc1ccc(O)cc1)N/N=C/c1coc2ccccc2c1=O,5.204022016870932
1523,CHEMBL337014,6300.0,nM,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,5.200659450546418
1524,CHEMBL62288,6300.0,nM,C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1F)c1ccc2ccnc(N)c2c1,5.200659450546418
1525,CHEMBL340945,6300.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccc(C(F)(F)F)cc3)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,5.200659450546418
1526,CHEMBL189823,6300.0,nM,Cc1cccc(C)c1C(=O)N[C@H](CO)C(=O)N[C@@H](C)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,5.200659450546418
1527,CHEMBL4536142,6309.57,nM,Cc1ccc2c(c1)C(Cc1ccc(C(=N)N)c(OCc3cccnc3)c1)OB2O.Cl,5.200000237109354
1528,CHEMBL2372663,6400.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)O,5.1938200260161125
1529,CHEMBL3277921,6500.0,nM,Cl.N=C(N)c1cccc(OCc2cccc(COc3cccc(C(=N)N)c3)c2)c1,5.187086643357144
1530,CHEMBL83437,6600.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@H]2Cc2ccccc2)C(=O)N2CCCCC2)C1,5.180456064458131
1531,CHEMBL270204,6700.0,nM,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,5.173925197299173
1532,CHEMBL1808528,6700.0,nM,O=C(OCC(F)(F)F)c1nn(C(=O)c2ccccc2)c2ccccc12,5.173925197299173
1533,CHEMBL219440,6700.0,nM,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NNC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,5.173925197299173
1534,CHEMBL1375832,6804.18,nM,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)Cn3cc(CC(C)O)nn3)CC2)nc(N2CCN(C(=O)[C@H](C)n3cc(CCCN=C(N)N)nn3)CC2)n1.Cl,5.167224205939432
1535,CHEMBL339241,6820.0,nM,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,5.166215625343521
1536,CHEMBL1445007,6869.94,nM,O=C(Nc1ccccc1N1CCOCC1)c1ccc2[nH]cnc2c1,5.16304705592192
1537,CHEMBL243437,6900.0,nM,O=C(c1ccc(F)cc1)n1cc(Cl)cn1,5.161150909262744
1538,CHEMBL1363160,6929.1,nM,O=C(COC(=O)CCC(=O)c1cccs1)Nc1ccccc1[N+](=O)[O-],5.159323170931737
1539,CHEMBL490552,6933.04,nM,COc1ccccc1C(=O)n1nc(-c2ccco2)nc1N,5.1590762941429045
1540,CHEMBL1364339,6943.65,nM,COc1cccc(-c2nc3ccccc3c(=O)o2)c1,5.15841217822608
1541,CHEMBL444600,6980.0,nM,CC(C)Nc1nc(Cl)c(-c2cccc(N)c2)n(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O,5.156144577376839
1542,CHEMBL406157,7000.0,nM,N=C(N)NCCC[C@H](NC(=O)CN1CCN(C(=O)c2ccccc2)CC1=O)C(=O)c1nccs1,5.154901959985743
1543,CHEMBL2372657,7000.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCSC)C(=O)O,5.154901959985743
1544,CHEMBL13357,7000.0,nM,O=C(Oc1ccccc1)c1cc2cc(CCl)ccc2oc1=O,5.154901959985743
1545,CHEMBL349629,7000.0,nM,N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2ccc(NO)cc2)CC1=O)C(=O)c1nccs1,5.154901959985743
1546,CHEMBL3115907,7000.0,nM,N=C(N)c1ccc(CNC(=O)[C@H](CC2CCCN2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,5.154901959985743
1547,CHEMBL162726,7000.0,nM,N=C(N)NCCC[C@@H](NC(=O)CN1CCN(C(=O)c2ccccc2)CC1=O)C(=O)c1nccs1,5.154901959985743
1548,CHEMBL265997,7000.0,nM,N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1=O)C(=O)c1nccs1,5.154901959985743
1549,CHEMBL552698,7050.0,nM,N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3cc(N)ccc32)cc1.O=C(O)C(F)(F)F,5.151810883008601
1550,CHEMBL338952,7100.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCCCCc3ccccc3)c2=O)cc1,5.1487416512809245
1551,CHEMBL1493461,7142.92,nM,CCC(=O)n1nc(-c2ccc(Cl)cc2)nc1SC,5.146124213903613
1552,CHEMBL1559457,7174.38,nM,O=C(COC(=O)c1cc(Br)ccc1O)Nc1cc(S(=O)(=O)N2CCCC2)ccc1Cl,5.1442156241010215
1553,CHEMBL341997,7200.0,nM,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2cccc(C)c2)cc1,5.142667503568731
1554,CHEMBL544792,7200.0,nM,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@@](N)(CC3=CCCCC3)C[C@H](OC)[C@H]12.Cl,5.142667503568731
1555,CHEMBL4647950,7210.0,nM,CC(C)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(O)Cn2ccc3cccc(C(=O)O)c32)c1,5.142064735280571
1556,CHEMBL1812012,7300.0,nM,COc1cc2oc(C)c(C(=O)OC(C)(C)C)c2cc1OCc1oc2cc(OC)c(OS(=O)(=O)[O-])cc2c1C(=O)OC(C)(C)C.[Na+],5.136677139879544
1557,CHEMBL344825,7400.0,nM,N=C(N)NCCCSC[C@@H]1CCCN1C(=O)[C@H](CO)NS(=O)(=O)c1ccc2ccccc2c1,5.130768280269024
1558,CHEMBL4636760,7430.0,nM,COc1cccc(C(=O)O)c1OCC(O)c1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(C)C)c1,5.129011186239425
1559,CHEMBL131192,7480.0,nM,Cc1ccc(C[C@H](NC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c2nccs2)cc1,5.126098402135539
1560,CHEMBL302141,7500.0,nM,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCN)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)c1nccs1,5.1249387366083
1561,CHEMBL291933,7500.0,nM,CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccc(C(=N)N)cc1)P(=O)(O)c1ccccc1,5.1249387366083
1562,CHEMBL215961,7500.0,nM,C[C@H](NC(=O)[C@@H](CO)NS(=O)(=O)c1ccc(C#N)cc1)C(=O)NC(Cc1ccc(NC(=N)N)cc1)P(=O)(Oc1ccccc1)Oc1ccccc1,5.1249387366083
1563,CHEMBL1565514,7627.82,nM,COc1ccccc1CN(CC(=O)NCc1ccco1)C(=O)CNS(=O)(=O)c1ccc(C)cc1,5.1175995639124885
1564,CHEMBL133623,7630.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCc3ccccc3)c2=O)cc1,5.117475462045119
1565,CHEMBL4530678,7700.0,nM,CC(=O)N1CCC(CCc2ccccc2)(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)CC1.O=C(O)C(F)(F)F,5.113509274827518
1566,CHEMBL219462,7700.0,nM,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C1CCCCC1,5.113509274827518
1567,CHEMBL140093,7700.0,nM,N=C(N)c1cccc(CC(C(=O)O)C(/C=C/c2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)c1,5.113509274827518
1568,CHEMBL1544530,7742.84,nM,O=C(NNC1=NCCCCC1)Nc1cccc(Cl)c1,5.111099715014532
1569,CHEMBL1808523,7800.0,nM,CC(C)OC(=O)c1nn(C(=O)c2ccccc2)c2ccccc12,5.107905397309519
1570,CHEMBL17553,7800.0,nM,CCN(C(=O)C1CCC=C1C(=O)NCc1ccc(C(=N)N)cc1)c1cccc(OC)c1,5.107905397309519
1571,CHEMBL333980,7900.0,nM,COc1c(NC(C)C)ccc(-c2ccccc2)c1CC(=O)NCc1ccc(C(=N)N)cc1,5.102372908709558
1572,CHEMBL130166,8000.0,nM,CCCC(C)Nc1nc(Cl)c(-c2ccccc2)n(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O,5.096910013008056
1573,CHEMBL130447,8000.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(SCc3ccccc3)c2=O)cc1,5.096910013008056
1574,CHEMBL4748586,8000.0,nM,O=C(Nc1nc(Nc2cccnc2)n[nH]1)c1ccccc1,5.096910013008056
1575,CHEMBL3277925,8000.0,nM,Cl.N=C(N)c1ccc(OCc2c(Cl)c(Cl)c(Cl)c(COc3ccc(C(=N)N)cc3)c2Cl)cc1,5.096910013008056
1576,CHEMBL349606,8000.0,nM,N=C(N)NCCC[C@H](NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)[C@H](CC(=O)N2CCCCC2)C1=O)C(=O)c1nccs1,5.096910013008056
1577,CHEMBL341487,8000.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cc(N)cc(C(=O)O)c3)c(Cl)nc(NC3CCC3)c2=O)cc1,5.096910013008056
1578,CHEMBL77490,8000.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3cccc(N)c3)c(Cl)nc(NC3CCC3)c2=O)cc1,5.096910013008056
1579,CHEMBL1350849,8034.14,nM,O=C(COC(=O)CCc1ccccc1)Nc1ncc(Cl)cc1Cl,5.095060604680809
1580,CHEMBL1442073,8067.24,nM,CCn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,5.0932750226250025
1581,CHEMBL391344,8100.0,nM,N=C(N)Nc1ccc(CC(NS(=O)(=O)c2cccc3ccccc23)P(=O)(Oc2ccccc2)Oc2ccccc2)cc1,5.0915149811213505
1582,CHEMBL128182,8140.0,nM,N=C(N)c1ccc(CNC(=O)CC2OCCN(NS(=O)(=O)c3ccc(F)cc3F)C2=O)cc1,5.089375595110798
1583,CHEMBL2096762,8400.0,nM,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCNC(=N)N)C(=O)c1nc2ccccc2s1,5.075720713938118
1584,CHEMBL3093806,8400.0,nM,CC(C)(C)C(=O)Oc1cn(-c2ccccc2)c(CSc2nc3cc(C(=O)O)ccc3o2)cc1=O,5.075720713938118
1585,CHEMBL338322,8600.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3C(F)(F)F)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,5.065501548756432
1586,CHEMBL70601,8600.0,nM,CCN1C[C@H](OCc2ccccc2)C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)CCl,5.065501548756432
1587,CHEMBL1606361,8624.76,nM,Nc1cccc2c1C(=O)N(C(=O)c1ccco1)C2=O,5.064252981138845
1588,CHEMBL75287,8640.0,nM,N=C(N)c1cccc(OC(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2Br)c2ccccc2)c1,5.063486257521107
1589,CHEMBL436370,8700.0,nM,C=CCNc1nc(Cl)c(-c2ccccc2)n(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O,5.060480747381382
1590,CHEMBL4214712,8700.0,nM,CCOC(=O)c1c(C)oc2cc(OCC3CCCCC3)c(OCc3oc4cc(OCC5CCCCC5)c(OS(=O)(=O)[O-])cc4c3C(=O)OCC)cc12.[Na+],5.060480747381382
1591,CHEMBL422819,8700.0,nM,COCC(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,5.060480747381382
1592,CHEMBL256744,8700.0,nM,CCCCCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]2CC[C@@H](O)N(C2=O)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C)[C@@H](C)O,5.060480747381382
1593,CHEMBL1441479,8754.37,nM,COc1ccc(CC(=O)n2nc(-c3ccccc3)nc2NCc2ccco2)cc1,5.0577751020497805
1594,CHEMBL243893,8800.0,nM,Cc1nn(C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c(C)c1Cl,5.055517327849831
1595,CHEMBL1503739,8827.07,nM,NC(=O)Cc1nnc(N)s1,5.054183429378087
1596,CHEMBL435824,8900.0,nM,N=C(N)NCCCCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc2ccccc2c1,5.050609993355087
1597,CHEMBL1324566,8972.03,nM,CC(=O)N1C(=O)/C(=C2\SC(=S)N(c3c(C)n(C)n(-c4ccccc4)c3=O)C2=O)c2ccccc21,5.0471092829253745
1598,CHEMBL138299,9000.0,nM,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2C)cc1,5.045757490560675
1599,CHEMBL2372736,9000.0,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O,5.045757490560675
1600,CHEMBL280158,9000.0,nM,N=C(N)c1ccc2oc(C(Cc3ccc(O[C@H]4CCNC4)cc3)C(=O)O)cc2c1,5.045757490560675
1601,CHEMBL4646141,9090.0,nM,COc1cccc(C(=O)O)c1OCCc1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(C)C)c1,5.041436116778033
1602,CHEMBL1788240,9150.0,nM,N=C(N)c1ccc(CNC(=O)C[C@@H]2OCCN(NS(=O)(=O)Cc3ccccc3)C2=O)cc1,5.0385789059335515
1603,CHEMBL1437866,9182.87,nM,N#Cc1ccccc1NC(=O)COC(=O)COc1ccccc1[N+](=O)[O-],5.037021563857051
1604,CHEMBL254649,9200.0,nM,COc1ccc(C(CCc2ccc(O)cc2OC)c2cc(CCC(=O)c3ccc(O)cc3)c(OC)cc2O)cc1,5.036212172654444
1605,CHEMBL221542,9200.0,nM,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,5.036212172654444
1606,CHEMBL337930,9200.0,nM,N=C(N)NCCC[C@H](NC(=O)[C@H](CC1CC1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,5.036212172654444
1607,CHEMBL298879,9330.0,nM,N=C(N)c1ccc(CNC(=O)[C@@H]2CCC=C2C(=O)NCC2CCCCC2)cc1,5.0301183562534995
1608,CHEMBL254229,9500.0,nM,COc1ccc(C(CCc2ccc(O)cc2OC)c2c(OC)cc(/C=C/c3ccc(O)cc3)cc2OC)cc1,5.022276394711152
1609,CHEMBL1385929,9564.68,nM,COc1ccccc1N1CCN(C(=O)CNC(=O)c2cn(-c3ccccc3OC)c(=O)c3ccccc23)CC1,5.019329555334435
1610,CHEMBL1309142,9569.61,nM,O=C(Nc1nc2cc3c(cc2s1)OCO3)c1ccco1,5.019105761105001
1611,CHEMBL1927663,9800.0,nM,Cc1ccc(C[C@H](NC(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)[C@@H](C)CCCNC(=N)N)C(N)=O)cc1,5.008773924307505
1612,CHEMBL4633967,9820.0,nM,Cc1cccc(C(=O)O)c1OCCc1cc(-c2ccc3c(c2)[C@H](N)CO3)cc(C(C)C)c1,5.00788851221305
1613,CHEMBL131452,9890.0,nM,N=C(N)NCCC[C@H](NC(=O)[C@H](COCc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,5.004803708402821
1614,CHEMBL336553,9920.0,nM,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@@H](Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,5.0034883278458215
1615,CHEMBL536723,10000.0,nM,CC(=N)N1CCC(Oc2ccc(OCc3nc4cc(C(=N)N)ccc4n3CC(=O)NC(C)c3ccccc3)cc2)CC1.Cl.Cl,5.0
1616,CHEMBL76443,10000.0,nM,N=C(N)c1ccc(O)c(OCC(=O)Nc2ccc(C(=O)N3CCCC3)cc2)c1,5.0
1617,CHEMBL364422,10000.0,nM,Cc1cc(NC(=O)[C@@H](CO)NC(=O)c2ccc(Cl)s2)ccc1N1CCOCC1=O,5.0
1618,CHEMBL536960,10000.0,nM,Cl.Cl.Cl.N=C(N)N1CCc2ccc(OCC3CCN(Cc4ccccc4N)CC3)cc2C1,5.0
1619,CHEMBL534471,10000.0,nM,Cl.Cl.N=C(N)N1CCc2ccc(OCC3CCN(c4ccncc4)CC3)cc2C1,5.0
1620,CHEMBL4464120,10000.0,nM,Cl.N=C(N)c1ccc(C2Cc3ccc(F)cc3B(O)O2)cc1OCc1cccnc1,5.0
1621,CHEMBL125499,10000.0,nM,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1F,5.0
1622,CHEMBL100013,10000.0,nM,Nc1nccc2ccc(C(=O)N3Cc4ccccc4C[C@H]3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)cc12,5.0
1623,CHEMBL186545,10000.0,nM,CCOC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,5.0
1624,CHEMBL3277935,10000.0,nM,Cl.N=C(N)c1ccc(OCc2cccc(-c3cccc(COc4ccc(C(=N)N)cc4Br)c3)c2)c(Br)c1,5.0
1625,CHEMBL76408,10000.0,nM,N=C(N)c1cccc(OCC(=O)Nc2ccc(C(=O)N3CC=CC3)cc2)c1,5.0
1626,CHEMBL431192,10000.0,nM,N=C(N)c1cccc(OCC(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)c1,5.0
1627,CHEMBL122023,10000.0,nM,CCC[C@@H](NC(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(N2CCOCC2=O)cc1,5.0
1628,CHEMBL76278,10000.0,nM,N=C(N)c1cccc(OCC(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,5.0
1629,CHEMBL501701,10000.0,nM,N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,5.0
1630,CHEMBL331231,10000.0,nM,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)Cc2ccc3[nH]c(-c4ccc(Cl)s4)nc3c2)cc1,5.0
1631,CHEMBL311612,10000.0,nM,N=C(N)c1cccc(OC(C(=O)Nc2ccc(-n3cnc(Cl)c3Cl)cc2)c2ccccc2)c1,5.0
1632,CHEMBL539329,10000.0,nM,Cl.Cl.Cl.N=C(N)N1CCc2ccc(OCC3CCN(Cc4ccncc4)CC3)cc2C1,5.0
1633,CHEMBL534705,10000.0,nM,CC(=O)N1CCC(COc2ccc3c(c2)CN(C(=N)N)CC3)CC1.Cl,5.0
1634,CHEMBL76344,10000.0,nM,CC(C)(C)OC(=O)C1CCCN1C(=O)c1ccc(NC(=O)COc2cccc(C(=N)N)c2)cc1,5.0
1635,CHEMBL174750,10000.0,nM,NS(=O)(=O)c1ccccc1-c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Br)cn2)cc1,5.0
1636,CHEMBL536721,10000.0,nM,CC(=N)N1CC[C@H](Oc2ccc(CCc3cc4cc(C(=N)N)ccc4o3)cc2)C1.Cl.Cl,5.0
1637,CHEMBL130120,10000.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCCCCO)c2=O)cc1,5.0
1638,CHEMBL535367,10000.0,nM,Cl.Cl.N=C(N)N1CCc2ccc(OCC3CCN(c4ccnc5ccccc45)CC3)cc2C1,5.0
1639,CHEMBL20918,10000.0,nM,Cc1cc(C(=O)Nc2ccc(C(=N)N(C)C)cc2F)n(-c2ccc3cc(Cl)ccc3c2)n1,5.0
1640,CHEMBL152344,10000.0,nM,CC(=N)N1CCC(Oc2ccc(N(Cc3ccccc3-c3cccc(C(=N)N)c3)S(C)(=O)=O)cc2)CC1,5.0
1641,CHEMBL525742,10000.0,nM,N=C(N)c1ccc(CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]2CCCN2)cc1,5.0
1642,CHEMBL309810,10000.0,nM,N=C(N)c1ccc(O)c(OCC(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,5.0
1643,CHEMBL101654,10000.0,nM,CC(C)[C@@H](NC(=O)c1cccc(C(=N)N)c1)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,5.0
1644,CHEMBL311168,10000.0,nM,N=C(N)c1cccc(OC(C(=O)Nc2ccc(-n3ccc(C(F)(F)F)n3)cc2)c2ccccc2)c1,5.0
1645,CHEMBL557179,10000.0,nM,CC(=N)N1CCC(Oc2ccc(OCc3nc4cc(C(=N)N)ccc4n3CC(=O)Nc3ccccc3)cc2)CC1.Cl.Cl,5.0
1646,CHEMBL554320,10000.0,nM,N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3ccc(CN)cc32)cc1.O=C(O)C(F)(F)F,5.0
1647,CHEMBL555005,10000.0,nM,CC(=N)N1CCC(Oc2ccc(OCc3nc4cc(C(=N)N)ccc4n3CC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)CC1.Cl.Cl,5.0
1648,CHEMBL553409,10000.0,nM,N=C(N)c1ccc(CNC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CSc3cc(CN)ccc32)cc1.O=C(O)C(F)(F)F,5.0
1649,CHEMBL125876,10000.0,nM,O=C(Nc1ccc(N2CCOCC2=O)cc1)c1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1,5.0
1650,CHEMBL360852,10000.0,nM,O=C(N[C@H](C(=O)Nc1ccc(N2CCOCC2=O)cc1)c1ccccc1)c1ccc(Cl)s1,5.0
1651,CHEMBL538320,10000.0,nM,CC(=N)N1CCC(Oc2ccc(OCc3nc4cc(C(=N)N)ccc4n3CC(=O)NCCCc3ccccc3)cc2)CC1.Cl.Cl,5.0
1652,CHEMBL123151,10000.0,nM,O=C(COc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)cc1,5.0
1653,CHEMBL423521,10000.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCCCO)c2=O)cc1,5.0
1654,CHEMBL131831,10000.0,nM,COCCNc1nc(Cl)c(-c2ccccc2)n(CC(=O)NCc2ccc(C(=N)N)cc2)c1=O,5.0
1655,CHEMBL567893,10000.0,nM,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O,5.0
1656,CHEMBL364371,10000.0,nM,O=C(N[C@@H](C(=O)Nc1ccc(N2CCOCC2=O)cc1)c1ccccc1)c1ccc(Cl)s1,5.0
1657,CHEMBL187051,10000.0,nM,CC[C@@H](NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(C)c1,5.0
1658,CHEMBL125552,10000.0,nM,O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(N2CCOCC2=O)c(Cl)c1,5.0
1659,CHEMBL4213248,10000.0,nM,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N2CCCCCC2)nc1N,5.0
1660,CHEMBL264876,10000.0,nM,O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCc1ccc(N2CCOCC2=O)cc1,5.0
1661,CHEMBL537637,10000.0,nM,Cl.Cl.N=C(N)N1CCc2ccc(S(=O)(=O)NC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,5.0
1662,CHEMBL534480,10000.0,nM,Cl.Cl.N=C(N)N1CCCc2ccc(OCC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,5.0
1663,CHEMBL98306,10000.0,nM,N=C(N)c1cccc(C(=O)N[C@@H](CCC(=O)O)C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,5.0
1664,CHEMBL537629,10000.0,nM,CCOC(=O)C1(COc2ccc3c(c2)CN(C(=N)N)CC3)CCN(c2ccncc2)CC1.Cl.Cl,5.0
1665,CHEMBL2372425,10000.0,nM,C[C@@H](NC(=O)[C@@H](CCCN=C(N)N)NC(=O)OC(C)(C)C)C(=O)N[C@H](C=O)CCCN=C(N)N,5.0
1666,CHEMBL537853,10000.0,nM,Cl.Cl.N=C(N)N1CCc2ccc(OCCC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,5.0
