,molecule_chembl_id,IC50,units,smiles,pIC50
581,CHEMBL368900,110.0,nM,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2n1C,6.958607314841775
582,CHEMBL136755,110.0,nM,N=C(N)N1CCC(C(=O)NC[C@@H]2CCCN2C(=O)[C@H](CO)NS(=O)(=O)c2ccc3ccccc3c2)CC1,6.958607314841775
583,CHEMBL272799,110.0,nM,N=C(N)N1CCC[C@@H](C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccc(Cl)cc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,6.958607314841775
584,CHEMBL127554,110.0,nM,CC(=O)Nc1cccc(-c2c(Cl)nc(NCCc3ccccc3)c(=O)n2CC(=O)NCc2ccc(C(=N)N)cc2)c1,6.958607314841775
585,CHEMBL308948,110.0,nM,N=C(N)NCCC[C@H](NC(=O)Cn1c(Cc2ccccc2)c(Cl)nc(NCCc2ccccc2)c1=O)C(=O)c1nccs1,6.958607314841775
586,CHEMBL556036,110.0,nM,Cl.N=C(N)N1CCC[C@H](NC(=O)[C@@H]2CC[C@@H]3CCC[C@H](NS(=O)(=O)Cc4ccccc4)C(=O)N32)C1O,6.958607314841775
587,CHEMBL175735,110.0,nM,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2o1,6.958607314841775
588,CHEMBL361379,110.0,nM,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NS(=O)(=O)c1cccc2ccccc12)C(=O)c1nc2ccccc2s1,6.958607314841775
589,CHEMBL315086,110.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccc(Cl)cc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,6.958607314841775
590,CHEMBL542434,110.0,nM,CO[C@H]1C[C@@](O)(Cc2ccccc2)C(=O)N2C(C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@H]12.Cl,6.958607314841775
591,CHEMBL69840,110.0,nM,N=C(N)N1CCC[C@H](NC(=O)[C@@H]2CC[C@@H]3CCC[C@H](NS(=O)(=O)c4cccc5ccccc45)C(=O)N32)C1O,6.958607314841775
592,CHEMBL1909451,110.0,nM,CO[C@H]1O[C@@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O[C@@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@@H](C(=O)[O-])[C@@H](O[C@H]5O[C@@H](COS(=O)(=O)[O-])[C@@H](OC)[C@H](OC)[C@H]5NS(=O)(=O)[O-])[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])[C@H](OC)[C@H]2OS(=O)(=O)[O-])[C@@H](OC)[C@@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],6.958607314841775
593,CHEMBL332655,110.0,nM,N=C(N)NCCCNOC(=O)CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C1CCCC1,6.958607314841775
594,CHEMBL507020,110.48,nM,CC(C)CNC(=O)c1ccc(-c2ccc(-c3cscc3CN)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1,6.956716334429425
595,CHEMBL263924,111.0,nM,N=C(N)C1CCC[C@H](NC(=O)CN2CCC[C@H](NS(=O)(=O)c3cccc4ccccc34)C2=O)[C@@H]1O,6.954677021213342
596,CHEMBL177769,112.0,nM,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc(C(=O)O)cs1,6.950781977329818
597,CHEMBL161254,115.76,nM,O=c1oc(-c2ccccc2[N+](=O)[O-])nc2ccccc12,6.936441481889019
598,CHEMBL3740805,117.49,nM,CCCCCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(Cl)c3)ccc21,6.929999096197655
599,CHEMBL3741623,117.49,nM,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(OC(F)(F)F)cc3)ccc21,6.929999096197655
600,CHEMBL163799,118.0,nM,N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2cccc3ccccc23)CC1=O)C(=O)c1nccs1,6.928117992693874
601,CHEMBL245692,120.0,nM,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCCC2=CCN(C(=N)N)C2)C[C@@H]2CCCC[C@@H]21,6.920818753952375
602,CHEMBL387791,120.0,nM,Cc1ccc(C(=O)c2ccn(C(=O)c3ccc(F)cc3)n2)c(C)c1,6.920818753952375
603,CHEMBL46434,120.0,nM,Cn1c(Cc2ccc(C(=N)N)cc2)nc2cc(N(CC(=O)O)S(=O)(=O)c3cccc4cccnc34)ccc21,6.920818753952375
604,CHEMBL536280,120.0,nM,Cc1ccc(NS(=O)(=O)c2cccc(C(F)(F)F)c2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,6.920818753952375
605,CHEMBL130505,120.0,nM,NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)C23CC4CC(CC(C4)C2)C3)CC1,6.920818753952375
606,CHEMBL175738,120.0,nM,CCOC(=O)c1csc(C(=O)C(CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC)n1,6.920818753952375
607,CHEMBL4648814,120.0,nM,CC(C)C[C@@H](NC1CCC(F)(F)CC1)C(=O)N1CCC[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,6.920818753952375
608,CHEMBL2092933,120.0,nM,CCN(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)c1cccc(OC)c1,6.920818753952375
609,CHEMBL22100,120.0,nM,CCS(=O)(=O)N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1CCNCC1)C(=O)c1nccs1,6.920818753952375
610,CHEMBL431782,125.0,nM,N=C(N)N1CCC[C@H](NC(=O)CN2CCC(NS(=O)(=O)Cc3ccccc3)C2=O)C1O,6.903089986991944
611,CHEMBL421760,125.0,nM,N=C(N)C1CCCC(NC(=O)CN2CC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1O,6.903089986991944
612,CHEMBL3091504,126.0,nM,CCc1c(N2CCOCC2=O)cccc1S(=O)(=O)N[C@@H](Cc1cc(-c2ccc(Cl)s2)on1)C(=O)N1CCC(O)CC1,6.899629454882437
613,CHEMBL299580,130.0,nM,Cn1c(Cc2ccc(C(=N)N)cc2)nc2cc(N(CCCC(=O)O)S(=O)(=O)c3cccc4cccnc34)ccc21,6.886056647693163
614,CHEMBL47102,130.0,nM,CCN(CC)C(=O)c1cccc(-c2ccc3c(c2)[C@H]2[C@H](C3)N(C(=O)OCCCc3ccccc3)C(=O)[C@@H]2CCCCC(=N)N)c1,6.886056647693163
615,CHEMBL540105,130.0,nM,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,6.886056647693163
616,CHEMBL337572,130.0,nM,N=C(N)CCCC[C@H]1C(=O)O[C@H]2CCC[C@@H]21,6.886056647693163
617,CHEMBL321145,130.0,nM,NCc1cccc(NC(=O)CN2CCCCC(NC(=O)c3ccc(-c4ccccc4)cc3)C2=O)c1,6.886056647693163
618,CHEMBL128437,130.0,nM,COc1ccc(OC)c(S(=O)(=O)NN2CCOC(CC(=O)NCc3ccc(C(=N)N)cc3)C2=O)c1,6.886056647693163
619,CHEMBL1229657,130.0,nM,N=C(N)CCCC[C@@H](C=O)[C@H]1CCC[C@@H]1O,6.886056647693163
620,CHEMBL102589,130.0,nM,CC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,6.886056647693163
621,CHEMBL315550,130.0,nM,N=C(N)NCCC[C@H](NC(=O)CN1C(=O)CN(CCCc2ccccc2)C(=O)[C@@H]1Cc1ccccc1)C(=O)c1nccs1,6.886056647693163
622,CHEMBL506715,130.0,nM,CC(=O)O[C@@H]1CC[C@]2(C)[C@H]3C[C@H](O)[C@@]4(C)[C@H]5[C@H](C[C@]4(CO)C3=CC[C@H]2[C@]1(C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)[C@@H]5CC(=O)C=C(C)C,6.886056647693163
623,CHEMBL327113,130.0,nM,CC[C@H](C(=O)N1CCC[C@H]1C(=O)NC(C=O)CCCN=C(N)N)c1ccccc1,6.886056647693163
624,CHEMBL3142667,130.0,nM,NC(C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1)C(c1ccccc1)c1ccccc1,6.886056647693163
625,CHEMBL609990,130.0,nM,O=C([O-])C1O[C@@H](O[C@H]2C(O)C(NS(=O)(=O)[O-])[C@@H](O)O[C@H]2COS(=O)(=O)[O-])C(NS(=O)(=O)[O-])[C@@H](O)[C@@H]1O[C@@H]1OC(COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@@H](COS(=O)(=O)[O-])[C@@H](O)C(O)C3NS(=O)(=O)[O-])C(O)C2O)[C@H](OS(=O)(=O)[O-])C1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],6.886056647693163
626,CHEMBL323543,130.0,nM,CC(=O)O.N=C(N)CCCC[C@H]1C(=O)O[C@H]2CCC[C@@H]21,6.886056647693163
627,CHEMBL4114879,130.0,nM,COc1cc(C(=O)N2CC(C)(CCO)OC[C@H]2C)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,6.886056647693163
628,CHEMBL4635912,130.0,nM,CC1(C)COc2c(COc3ccccc3CC(=O)O)cc(-c3ccc4c(c3)[C@H](N)CO4)cc21,6.886056647693163
629,CHEMBL1405760,132.88,nM,O=C(CCc1ccccc1)n1nc(-c2ccco2)nc1SCc1ccccc1,6.876540380556662
630,CHEMBL1578385,133.74,nM,O=C(c1ccco1)n1nc(-c2cccnc2)nc1NCc1ccco1,6.8737386811361185
631,CHEMBL162669,134.0,nM,N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1=O)C(=O)c1nccs1,6.872895201635192
632,CHEMBL117266,134.9,nM,Cc1cc(OCCc2ccc(C(=N)N)c(O)c2)cc(OS(=O)(=O)c2cccc(C)c2)c1,6.869988050328096
633,CHEMBL116297,137.0,nM,N=C(N)N1CCCC(C[C@@H](NC(=O)[C@@H]2CC[C@H]3CN(C(=O)CCc4ccccc4)CC(=O)N32)C(=O)c2nccs2)C1,6.863279432843593
634,CHEMBL79467,137.5,nM,N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@@](N)(Cc3ccccc3)C2=O)[C@@H]1O,6.861697301833718
635,CHEMBL79640,137.5,nM,N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@](N)(Cc3ccccc3)C2=O)C1O.O=C(O)C(F)(F)F,6.861697301833718
636,CHEMBL350650,138.0,nM,N=C(N)NCCC[C@@H](NC(=O)CN1CCC[C@H](NS(=O)(=O)Cc2ccccc2)C1=O)C(=O)c1nccs1,6.860120913598763
637,CHEMBL335225,140.0,nM,N#C/C(=C\c1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC1CCC(N)CC1,6.853871964321762
638,CHEMBL40071,141.0,nM,Cn1cc(NS(=O)(=O)Cc2ccccc2)c(=O)n(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O,6.85078088734462
639,CHEMBL3969770,147.0,nM,CC(C)(C(=O)N1CCCC1)c1ccc2c(c1)nc1n2CCNC1Cc1ccc(C(=N)N)cc1,6.8326826652518236
640,CHEMBL83001,150.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nc3ccccc3s2)C1,6.823908740944319
641,CHEMBL75084,150.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,6.823908740944319
642,CHEMBL360751,150.0,nM,CN[C@H](Cc1c(F)c(F)c(F)c(F)c1F)C(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1,6.823908740944319
643,CHEMBL115236,150.0,nM,N=C(N)N1CCC([C@@H](NC(=O)[C@@H]2CC[C@H]3CN(C(=O)CCc4ccccc4)CC(=O)N32)C(=O)c2nccs2)CC1,6.823908740944319
644,CHEMBL131190,150.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)cnc(NCCc3ccccc3)c2=O)cn1,6.823908740944319
645,CHEMBL3786896,150.0,nM,CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,6.823908740944319
646,CHEMBL451066,156.8,nM,CC(C)CNC(=O)c1ccc(-c2ccc(-c3cscc3CN=[N+]=[N-])cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1,6.80465394165158
647,CHEMBL139656,157.0,nM,N=C(N)C1CCC[C@H](NC(=O)CN2CCC[C@@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1O,6.804100347590767
648,CHEMBL1490338,157.67,nM,CCn1cc(C(=O)NCc2ccc3c(c2)OCO3)c(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,6.802250932377388
649,CHEMBL141106,159.0,nM,N=C(N)C1CCC[C@H](NC(=O)CN2CCC[C@H](NS(=O)(=O)c3ccccc3)C2=O)C1O,6.798602875679549
650,CHEMBL489947,159.61,nM,CSc1nc(-c2ccco2)nn1C(=O)c1ccc(C)cc1,6.79693990240404
651,CHEMBL3142679,160.0,nM,NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(O)c1)C(c1ccccc1)c1ccccc1,6.795880017344075
652,CHEMBL84536,160.0,nM,COc1ccc(CCCN2CC(=O)N(CC(=O)N[C@@H](CC3CCCN(C(=N)N)C3)C(=O)c3nccs3)[C@H](Cc3ccccc3)C2=O)cc1,6.795880017344075
653,CHEMBL408553,160.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@H]2Cc2ccc3ccccc3c2)C(=O)c2nccs2)C1,6.795880017344075
654,CHEMBL2409575,160.0,nM,CCOC(=O)c1nn(C(=O)c2cccc(C)c2)c2ccc(NC(=O)C3CC3)cc12,6.795880017344075
655,CHEMBL20568,160.0,nM,CCS(=O)(=O)N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NC(CC1CCNCC1)C(=O)c1nccs1,6.795880017344075
656,CHEMBL336523,164.0,nM,Cc1cc(S(=O)(=O)NN2CCOC(CC(=O)NCc3ccc(C(=N)N)cc3)C2=O)c(C)cc1Cl,6.785156151952302
657,CHEMBL1540022,167.38,nM,COc1ccc(CNc2nc(-c3cccnc3)nn2C(=O)C(C)C)cc1,6.776296436477464
658,CHEMBL321466,170.0,nM,NCc1cccc(NC(=O)CN2CCCCC(NC(=O)CC(c3ccccc3)c3ccccc3)C2=O)c1,6.769551078621726
659,CHEMBL79245,170.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(Cc3ccccc3)C(=O)[C@@H]2Cc2ccc3ccccc3c2)C(=O)c2nccs2)C1,6.769551078621726
660,CHEMBL204654,170.0,nM,CC(C)N(c1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2ccc(-c3ccsc3)cc2C(=O)O)c1F)C(C)C.O=C(O)C(F)(F)F,6.769551078621726
661,CHEMBL83549,170.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@@H]2Cc2ccc(Cl)cc2)C(=O)c2nccs2)C1,6.769551078621726
662,CHEMBL404654,170.0,nM,N=C(N)N1CCC[C@@H](C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,6.769551078621726
663,CHEMBL544558,170.0,nM,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(CC3=CCCCC3)C[C@H](OC)[C@H]12.Cl,6.769551078621726
664,CHEMBL397123,171.0,nM,CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)C[C@@H]2CCCC[C@@H]21,6.767003889607846
665,CHEMBL3741628,173.78,nM,CCCCCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(Cl)c3)ccc21,6.760000207113128
666,CHEMBL4641060,174.0,nM,CC(C)C[C@@H](NC1CCC(C(F)(F)F)CC1)C(=O)N1CCC[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,6.7594507517174005
667,CHEMBL314576,178.0,nM,N=C(N)N1CCC[C@H](NC(=O)CN2C(=O)[C@@H](NS(=O)(=O)Cc3ccccc3)CCc3ccccc32)C1O.O=C(O)C(F)(F)F,6.7495799976911055
668,CHEMBL294946,180.0,nM,CC(=O)N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)C[n+]1ccccc1,6.7447274948966935
669,CHEMBL349290,185.0,nM,N=C(N)NCCCC(NC(=O)CN1CCN(S(=O)(=O)c2cccc3c(Cl)cccc23)CC1=O)C(=O)c1nccs1,6.732828271596986
670,CHEMBL3659626,186.0,nM,Cc1cc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)ccc1-n1cccc(CCO)c1=O,6.730487055782083
671,CHEMBL536967,190.0,nM,Cc1ccc(NCS(=O)(=O)c2ccccc2)c(O)c1CC(=O)NCc1ccc(C(=N)N)cc1.Cl,6.721246399047171
672,CHEMBL76068,190.0,nM,Cn1c(=O)c(Cc2ccc(C(=N)N)cc2)nc2cc(C3(C(=O)N4CCCC4C(=O)NCC(=O)O)CC3)ccc21,6.721246399047171
673,CHEMBL34527,190.0,nM,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC=O)CCCN=C(N)N,6.721246399047171
674,CHEMBL440755,190.0,nM,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(Nc2ccncc2)CC1,6.721246399047171
675,CHEMBL556953,190.0,nM,Cc1ccc(NS(=O)(=O)c2cccc(Cl)c2C)c(O)c1CC(=O)NCc1ccc(N)nc1C.Cl,6.721246399047171
676,CHEMBL422803,190.0,nM,NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)C2CC2(c2ccccc2)c2ccccc2)CC1,6.721246399047171
677,CHEMBL316376,192.0,nM,N=C(N)N1CCC[C@H](NC(=O)CN2C(=O)[C@H](NS(=O)(=O)Cc3ccccc3)CCc3ccccc32)C1O.O=C(O)C(F)(F)F,6.71669877129645
678,CHEMBL81590,193.0,nM,N=C(N)N1CCC[C@H](NC(=O)CN2CCCC[C@](N)(Cc3ccccc3)C2=O)C1O.O=C(O)C(F)(F)F,6.714442690992226
679,CHEMBL414832,194.0,nM,N=C(N)N1CCC[C@H](NC(=O)Cn2ccc(CCc3ccccc3)c(NS(=O)(=O)CC(F)(F)F)c2=O)C1O,6.7121982700697735
680,CHEMBL75348,196.0,nM,Cc1cc(Sc2ccc(C(=N)N)cc2)nc2cc(Br)ccc12,6.707743928643524
681,CHEMBL3659625,198.0,nM,Cc1cc(N2C[C@H](CNC(=O)c3ccc(Cl)s3)OC2=O)ccc1-n1cccc(CO)c1=O,6.703334809738469
682,CHEMBL3741895,199.53,nM,CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C(F)(F)F)cc3)ccc21,6.699991797446187
683,CHEMBL335484,200.0,nM,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccc(Cl)cc3)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,6.698970004336019
684,CHEMBL343953,200.0,nM,N=C(N)N1CCC(CC(=O)NC[C@@H]2CCCN2C(=O)[C@H](CO)NS(=O)(=O)c2ccc3ccccc3c2)CC1,6.698970004336019
685,CHEMBL40239,200.0,nM,CC(C)(C)OC(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C=O)CCCN=C(N)N,6.698970004336019
686,CHEMBL1468862,201.06,nM,O=C(c1ccco1)n1nc(-c2ccco2)nc1SCc1ccccc1,6.696674321781085
687,CHEMBL170400,203.0,nM,CS(=O)(=O)Nc1c(CCCc2ccccc2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O,6.692503962086787
688,CHEMBL521762,204.0,nM,COc1ccc(C(=O)n2nc(-c3ccco3)nc2SC)cc1OC,6.690369832574101
689,CHEMBL433144,210.0,nM,Cc1ccc(CCCN2CC(=O)N(CC(=O)N[C@@H](CC3CCCN(C(=N)N)C3)C(=O)c3nccs3)[C@H](Cc3ccccc3)C2=O)cc1,6.6777807052660805
690,CHEMBL542435,210.0,nM,CC[C@@H]1CC(C(=O)NCc2ccc(C(=N)N)cc2)N2C(=O)[C@](N)(Cc3ccccc3)C[C@H](OC)[C@H]12.Cl,6.6777807052660805
691,CHEMBL17455,210.0,nM,CCN(C(=O)C1=CCCC1C(=O)NCc1ccc(C(=N)N)cc1)c1cc(OC)cc(OC)c1,6.6777807052660805
692,CHEMBL312151,210.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccc([N+](=O)[O-])cc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,6.6777807052660805
693,CHEMBL4646710,218.0,nM,CC[C@@H](C)[C@@H](NC1CCCCC1)C(=O)N1C[C@@](C)(O)C[C@H]1C(=O)NCc1ccc2c(N)nccc2c1,6.661543506395395
694,CHEMBL246097,220.0,nM,CC(C)C[C@@H](NC(=O)[C@H](O)Cc1ccccc1)C(=O)N1[C@H](C(=O)NCCC2=CCN(C(=N)N)C2)C[C@@H]2CC[C@@H](O)C[C@@H]21,6.657577319177793
695,CHEMBL201856,220.0,nM,COc1cc(C)c(S(=O)(=O)NC[C@@H](O)[C@H](Cc2ccccc2)NCc2cccc(Cl)c2)c(C)c1C,6.657577319177793
696,CHEMBL17311,220.0,nM,CCN(C(=O)C1=CCCC1C(=O)NCc1ccc(C(=N)N)cc1)c1cc(Cl)ccc1C,6.657577319177793
697,CHEMBL21090,220.0,nM,CCS(=O)(=O)N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NC(CC1CCNCC1)C(=O)C(=O)O,6.657577319177793
698,CHEMBL1606874,220.13,nM,CSc1nc(-c2ccco2)nn1C(=O)c1ccco1,6.657320766412523
699,CHEMBL1303664,223.12,nM,COc1ccccc1C(=O)n1nc(-c2ccccc2)nc1NCc1ccco1,6.651461498742007
700,CHEMBL3091521,230.0,nM,CCc1c(-c2ccccn2)cccc1S(=O)(=O)N[C@@H](CNC(=O)c1csc(Cl)c1)C(=O)N1CCC(=C(F)F)CC1,6.638272163982407
701,CHEMBL182763,230.0,nM,O=C(NC1CCN(c2ccncc2)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,6.638272163982407
702,CHEMBL435393,230.0,nM,COc1ccccc1CCC(=O)N1CCC[C@H]1C(=O)NCC1CCC(N)CC1,6.638272163982407
703,CHEMBL435799,230.0,nM,NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)C2Cc3ccccc32)CC1,6.638272163982407
704,CHEMBL207966,232.0,nM,Cn1nc(C(=N)N)nc1CNC(=O)[C@@H]1C=CCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)O,6.634512015109101
705,CHEMBL87502,235.0,nM,COc1cccc2c1CC[C@H](NS(=O)(=O)Cc1ccccc1)C(=O)N2CC(=O)N[C@H]1CCCN(C(=N)N)C1O.O=C(O)C(F)(F)F,6.628932137728263
706,CHEMBL422470,235.0,nM,N=C(N)C1CCC[C@H](NC(=O)CN2CCC[C@H](NS(=O)(=O)NC3CCCCC3)C2=O)C1O,6.628932137728263
707,CHEMBL4748137,235.0,nM,O=C(Nc1nc(-c2ccccn2)n[nH]1)c1ccccc1,6.628932137728263
708,CHEMBL4781896,239.0,nM,Nc1nc(-c2ccccn2)nn1C(=O)c1ccc(Br)cc1,6.621602099051863
709,CHEMBL420589,240.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccc(O)cc3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,6.619788758288394
710,CHEMBL332907,240.0,nM,N=C(N)NC(=O)CCNOC(=O)CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C1CCCC1,6.619788758288394
711,CHEMBL17139,240.0,nM,CCN(C(=O)C1=CCCC1C(=O)NCc1ccc(C(=N)N)cc1)c1cccc(OC)c1,6.619788758288394
712,CHEMBL256394,240.0,nM,N=C(N)N1CCC[C@@H](C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@@H]2Cc2ccccc2)C(=O)c2nccs2)C1,6.619788758288394
713,CHEMBL121322,240.0,nM,N=C(N)NC(=O)CCNC(=O)CN(C(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C1CCCC1,6.619788758288394
714,CHEMBL569029,241.0,nM,CC1=C(CC(=O)NCc2ccc(C(=N)N)cc2)C(=O)N(NS(=O)(=O)Cc2ccccc2)CC1,6.617982957425132
715,CHEMBL1401761,246.07,nM,COCC(=O)n1nc(-c2ccccc2)nc1NCc1ccccc1,6.608941330745145
716,CHEMBL336321,247.0,nM,Cc1ccc(C)c(S(=O)(=O)NN2CCOC(CC(=O)NCc3ccc(C(=N)N)cc3)C2=O)c1,6.607303046740334
717,CHEMBL541902,250.0,nM,Cc1ccc(S(=O)(=O)Nc2ccc(C)c(CC(=O)NCc3ccc(C(=N)N)cc3)c2O)cc1.Cl,6.6020599913279625
718,CHEMBL177607,250.0,nM,CO[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N)c1ccccc1,6.6020599913279625
719,CHEMBL17636,250.0,nM,CCN(C(=O)C1=CCCC1C(=O)NCc1ccc(C(=N)N)cc1)c1ccccc1OC,6.6020599913279625
720,CHEMBL107598,250.0,nM,CO[C@H](C(=O)N1CCC[C@H]1C(=O)NC(C=O)CCCN=C(N)N)c1ccccc1,6.6020599913279625
721,CHEMBL404515,250.0,nM,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,6.6020599913279625
722,CHEMBL312904,250.0,nM,N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccc(Cl)c(Cl)c3)C(=O)[C@H]2Cc2ccccc2)C(=O)c2nccs2)C1,6.6020599913279625
723,CHEMBL542661,251.19,nM,C[C@]1(O)CC[C@@H]2CC[C@@H](C(=O)NCc3ccc(C(=N)N)cc3)N2C1=O.Cl,6.599997654072045
724,CHEMBL558594,251.19,nM,CO[C@H]1C[C@@](O)(Cc2ccccc2)C(=O)N2[C@H](C(=O)NCc3ccc(C(=N)N)cc3)CC[C@@H]12.Cl,6.599997654072045
